dcterms_spatial,dcterms_abstract,dc_subject,fedora_writable,dc_contributor,dc_identifier,fedora_lastModifiedBy,dcterms_type,dc_rights,dcterms_temporal,dc_description,ldp_contains,fedora_created,dc_format,dc_title,fedora_createdBy,dcterms_created,dc_publisher,fedora_hasParent,fedora_lastModified,files,dc_creator,dc_language
United States|College Station (Tex.)|Texas,A map showing the land owned by the A&M College in Brazos County.,Depressions--1929--Texas|Maps|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,1,fedoraAdmin,Maps|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/77/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/77/pages,2020-09-23T01:38:57.851000+00:00,Reformatted digital,"General Map of A&M College Lands at College Station, Texas",fedoraAdmin,1936,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:57.851000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/77/pages/page_0/files/atimeofresolve_0017_2019-03.jpg,"McLeroy, J. O.",
Texas|United States|College Station (Tex.),Drawing showing the details of the bookcases and the elevations of rooms on the first floor of the Cushing Library.,Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/110/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/110/pages,2020-11-11T14:41:47.784000+00:00,Reformatted digital,Drawing Showing the Details of the Bookcases and Interior Elevations of the Cushing Library,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-11-11T14:41:47.784000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/110/pages/page_0/files/atimeofresolve_0114_2019-03.jpg,,
College Station (Tex.)|Texas|United States,Drawing showing the details of the doorways and cornerstone of Walton Hall.,Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/114/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/114/orderProxies,2020-09-23T01:39:35.366000+00:00,Reformatted digital,Drawing Showing the Entrances of a Dormitory,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:35.366000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/114/pages/page_0/files/atimeofresolve_0118_2019-03.jpg,,
College Station (Tex.)|Texas|United States,"Drawing showing the details of the east and west elevations of the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",Architectural drawings|Halbouty Geosciences Building|Halbouty Petroleum Engineering Building|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/120/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/120/orderProxies,2020-11-11T14:41:47.419000+00:00,Reformatted digital,"Drawing Showing the East and West Elevations of the Petroleum Engineering, Geology, and Engineering Experiment Station Building",fedoraAdmin,1932-04-15,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-11-11T14:41:47.419000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/120/pages/page_0/files/atimeofresolve_0124_2019-03.jpg,"Vosper, Samuel Charles Phelps",
Texas|United States|College Station (Tex.),Photo of Hugo Villa.,"Villa, Hugo|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Portraits",false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Samuel Charles Phelps Vosper Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/133/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/133/orderProxies,2020-09-23T01:36:25.452000+00:00,Reformatted digital,Hugo Villa,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:25.452000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/133/pages/page_0/files/atimeofresolve_0137_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the Gertrude Babcock painting on one panel of the mural in the main lecture hall in the Agricultural Engineering Building.,"Texas A & M University--History-20th century|Babcock, Gertrude|Murals|Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century",false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Graphic Services",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/136/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/136/pages,2020-09-23T01:37:55.168000+00:00,Reformatted digital,Gertrude Babcock Painting Mural in Agricultural Engineering Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:55.168000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/136/pages/page_0/files/atimeofresolve_0013_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the Gertrude Babcock painting on one panel of the mural in the main lecture hall in the Agricultural Engineering Building.,"Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Babcock, Gertrude|Murals",false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Graphic Services",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/137/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/137/orderProxies,2020-09-23T01:38:30.702000+00:00,Reformatted digital,Gertrude Babcock Painting Mural in Agricultural Engineering Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:30.702000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/137/pages/page_0/files/atimeofresolve_0014_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Blueprint survey showing the land on which the U.S. Post Office on the A&M College Campus would sit.,Texas A & M University--History-20th century|Measured drawings|Survey Drawings|Blueprints|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Surveying,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/81/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/81/pages,2020-09-23T01:37:15.799000+00:00,Reformatted digital,Survey of Post Office Site,fedoraAdmin,1935-11-22,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:15.799000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/81/pages/page_0/files/atimeofresolve_0019_2019-03.jpg,"Smith, Donald",
United States|College Station (Tex.)|Texas,"A loose page from a scrapbook featuring three different views of the New Main Drive from its early construction to after it was finished, taken from Highway 6.",Depressions--1929--Texas|Roads--Design and construction|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Road Construction|Roads,false,Texas A & M University. Cushing Memorial Library,Scrapbook_Page_Entrance_From_Hwy6_1933_B,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/22/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/22/pages,2020-09-23T01:39:49.835000+00:00,Reformatted digital,Views down New Main Drive,fedoraAdmin,1933,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:49.835000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/22/pages/page_0/files/atimeofresolve_0082_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Detailed drawing of cross sections of the second phase of the Chemistry building and its auditorium.,Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/100/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/100/orderProxies,2020-09-23T01:38:12.532000+00:00,Reformatted digital,Section Drawings of the Chemistry Building and its Auditorium,fedoraAdmin,1931-12-29,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:12.532000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/100/pages/page_0/files/atimeofresolve_0104_2019-03.jpg,"Vosper, Samuel Charles Phelps",
Texas|United States|College Station (Tex.),Blueprint showing the proposed street improvements that would be part of the Public Works Administration funded project.,Blueprints|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Nineteen thirties|Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Building Contracts Collection, Contract #425",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/82/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/82/pages,2020-09-23T01:39:33.910000+00:00,Reformatted digital,Map Showing Proposed Street Improvements A&M College of Texas,fedoraAdmin,1933-10,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:33.910000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/82/pages/page_0/files/atimeofresolve_0007_2019-03.jpg,"Giesecke, Fredrick",
United States|College Station (Tex.)|Texas,Drawing showing the details of the south elevation of the Chemistry Building.,Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/101/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/101/orderProxies,2020-09-23T01:38:33.259000+00:00,Reformatted digital,Drawing Showing the Typical Detail of South Wall of the Chemistry Building,fedoraAdmin,1931-12-29,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:33.259000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/101/pages/page_0/files/atimeofresolve_0105_2019-03.jpg,"Vosper, Samuel Charles Phelps",
